number,value,datetime_start,datetime_complete,duration,params_FISH_binarization_threshold,params_FISH_gaussian_sigma,params_IMC_arcsinh_cofactor,params_IMC_arcsinh_normalize,params_IMC_binarization_threshold,params_IMC_gaussian_sigma,params_IMC_winsorization_lower_limit,params_IMC_winsorization_upper_limit,user_attrs_logical_and,user_attrs_logical_iou,user_attrs_logical_or,user_attrs_logical_xor,user_attrs_prop_source_covered,user_attrs_prop_target_covered,user_attrs_reg_cell_max_corr,user_attrs_reg_image_max_corr,user_attrs_registration_matrix,user_attrs_source_sum,user_attrs_stack_cell_max_corr,user_attrs_stack_image_max_corr,user_attrs_target_sum,state
0,0.0,2025-03-19 12:08:37.908941,2025-03-19 12:08:40.318922,0 days 00:00:02.409981,0.3745401188473625,4.75357153204958,16.445845403801215,True,0.8661761457749352,3.005575058716044,0.031198904067240532,0.011616722433639893,,,,,,,,,,,,,,COMPLETE
1,0.09153528495384727,2025-03-19 12:08:40.342565,2025-03-19 12:08:54.229881,0 days 00:00:13.887316,0.7080725777960455,0.10292247147901223,22.02157195714934,True,0.3042422429595377,2.6237821581611893,0.03636499344142013,0.03668090197068676,19235.0,0.17989076557619288,106926.0,87691.0,,,0.29010136820110555,0.508838153312975,"[[ 1.21803685e+00  1.12986920e-02  2.27153755e+01]
 [-1.12986920e-02  1.21803685e+00 -1.05339839e+02]]",101242.0,1.0000000000000027,1.0000000000027336,24919.0,COMPLETE
2,0.0,2025-03-19 12:08:54.243567,2025-03-19 12:08:59.368695,0 days 00:00:05.125128,0.43194501864211576,1.4561457009902097,29.922320204986598,True,0.7851759613930136,0.9983689107917987,0.07327236865873835,0.0912139968434072,,,,,,,,,,,,,,COMPLETE
3,0.0,2025-03-19 12:08:59.373036,2025-03-19 12:08:59.467161,0 days 00:00:00.094125,0.5142344384136116,2.9620728443102124,17.88188824504186,False,0.9656320330745594,4.041986740582305,0.013010318597055905,0.18977710745066667,,,,,,,,,,,,,,COMPLETE
4,0.0,2025-03-19 12:08:59.471265,2025-03-19 12:08:59.547985,0 days 00:00:00.076720,0.3046137691733707,0.48836057003191935,13.081785249633104,True,0.9093204020787821,1.2938999080000846,0.09903538202225404,0.006877704223043679,,,,,,,,,,,,,,COMPLETE
5,0.0,2025-03-19 12:08:59.555169,2025-03-19 12:08:59.664273,0 days 00:00:00.109104,0.662522284353982,1.5585553804470549,19.300591097027176,False,0.9394989415641891,4.474136752138244,0.19391692555291173,0.15502656467222292,,,,,,,,,,,,,,COMPLETE
6,0.0,2025-03-19 12:08:59.668656,2025-03-19 12:09:02.384588,0 days 00:00:02.715932,0.5978999788110851,4.609371175115584,5.477501602143269,False,0.2713490317738959,4.143687545759647,0.06506606615265287,0.07773545793789641,,,,,,,,,,,,,,COMPLETE
7,0.0,2025-03-19 12:09:02.390789,2025-03-19 12:09:26.026754,0 days 00:00:23.635965,0.3567533266935893,1.4046725484369038,80.41750109464992,True,0.7722447692966574,0.993578407670862,0.014910128735954166,0.19737738732010346,,,,,,,,,,,,,,COMPLETE
8,0.0,2025-03-19 12:09:26.035097,2025-03-19 12:09:27.274017,0 days 00:00:01.238920,0.005522117123602399,4.0773071422741705,77.35576432190862,False,0.11586905952512971,4.315517129377968,0.014808930346818072,0.07169314570885453,,,,,,,,,,,,,,COMPLETE
9,-0.0001926103439123758,2025-03-19 12:09:27.323185,2025-03-19 12:09:29.507509,0 days 00:00:02.184324,0.6232981268275579,1.654490124263246,33.19314888064796,False,0.8872127425763265,2.3610746258097466,0.1459212356676128,0.12751149427104264,239.0,0.002885358315626811,82832.0,82593.0,,,0.08350155801900988,-0.06675439333451846,"[[   109.78803176    -84.75898686 -15072.40077609]
 [    84.75898686    109.78803176 -25893.90432635]]",57713.0,1.0000000000000002,0.9999999999999708,25358.0,COMPLETE
10,0.0,2025-03-19 12:09:29.513048,2025-03-19 12:09:31.277434,0 days 00:00:01.764386,0.9679380298865652,0.029985914779086187,55.747924529170206,True,0.5167229806570612,2.4322115633745964,0.13037331015563566,0.04394194573392496,0.0,0.0,38.0,38.0,,,,0.10597048418372947,"[[-1.55295105e-02  1.74652481e-03  1.30405642e+02]
 [-1.74652481e-03 -1.55295105e-02  8.36655480e+01]]",0.0,,1.0000000000000002,38.0,COMPLETE
11,0.0,2025-03-19 12:09:31.282657,2025-03-19 12:09:32.465191,0 days 00:00:01.182534,0.8350172613136945,3.2185636831191173,44.55497124829995,True,0.48000710852428313,3.136976962079712,0.046686760198222155,0.007648554493254051,,,,,,,,,,,,,,COMPLETE
12,0.0,2025-03-19 12:09:32.470539,2025-03-19 12:09:33.673550,0 days 00:00:01.203011,0.1600538479915523,4.927134037248766,1.78238867727978,True,0.48462207729647067,3.1247140155721116,0.04301158507665073,0.041693798666066,,,,,,,,,,,,,,COMPLETE
13,0.0,2025-03-19 12:09:33.678487,2025-03-19 12:09:35.108870,0 days 00:00:01.430383,0.774685953117196,3.7661219701323603,99.6056366429961,True,0.2867597682489311,1.8300864265274646,0.09805980853532205,0.03903940445369082,,,,,,,,,,,,,,COMPLETE
14,-0.0,2025-03-19 12:09:35.114005,2025-03-19 12:09:42.883244,0 days 00:00:07.769239,0.2246732564682088,2.5436731784469178,35.2240380898827,True,0.6206527929620784,0.12709123838403347,0.044285832303961686,0.0027721013247044637,0.0,0.0,3.0,3.0,,,,-0.9256155640792455,"[[ 1.07163780e-03  1.58259818e-03  4.26990809e+01]
 [-1.58259818e-03  1.07163780e-03  2.25981103e+01]]",0.0,,1.0,3.0,COMPLETE
15,0.0,2025-03-19 12:09:42.891193,2025-03-19 12:09:46.422541,0 days 00:00:03.531348,0.7777116035069411,0.7445546558007126,56.562153410584685,True,0.26146940107354244,2.9412732326035553,0.07102748374759939,0.03143728553437535,,,,,,,,,,,,,,COMPLETE
16,0.0,2025-03-19 12:09:46.427779,2025-03-19 12:09:48.148389,0 days 00:00:01.720610,0.455274916565822,2.24274028445038,23.919705601319077,True,0.00474011965308907,3.660619265457637,0.000983668462663137,0.11650217644880664,,,,,,,,,,,,,,COMPLETE
17,0.0,2025-03-19 12:09:48.154939,2025-03-19 12:09:48.276575,0 days 00:00:00.121636,0.9736214479983092,3.9951934417331,49.02823160905113,True,0.6562363763846079,1.8573079560868895,0.036011055688469774,0.061244034691285996,,,,,,,,,,,,,,COMPLETE
18,0.0,2025-03-19 12:09:48.282084,2025-03-19 12:09:49.585400,0 days 00:00:01.303316,0.09844599998936632,2.2241215212896597,10.25400580589757,True,0.33282416286616795,4.955492967071801,0.12856948611811106,0.02314156309182798,,,,,,,,,,,,,,COMPLETE
19,0.0,2025-03-19 12:09:49.591454,2025-03-19 12:10:06.900177,0 days 00:00:17.308723,0.3506610084176085,3.388625027395073,41.83712357352479,True,0.3823311208670701,3.626066759285659,0.08389272151541179,0.10029140308447335,0.0,0.0,1.0,1.0,,,,,"[[-1.34991971e-03 -6.91760828e-04  1.14523111e+03]
 [ 6.91760828e-04 -1.34991971e-03  2.01716258e+02]]",0.0,,,1.0,COMPLETE
20,0.0,2025-03-19 12:10:06.912192,2025-03-19 12:10:08.385578,0 days 00:00:01.473386,0.7020591467475936,4.567073335973378,67.66132376078903,True,0.10087922983598385,2.712886602730182,0.03057777317552204,0.05759528160447396,,,,,,,,,,,,,,COMPLETE
21,0.0,2025-03-19 12:10:08.393163,2025-03-19 12:10:10.864643,0 days 00:00:02.471480,0.4772598162958386,0.9877546201047565,28.145996528679888,True,0.7879576232989557,1.93005382893487,0.06308988998423792,0.1455074525356832,,,,,,,,,,,,,,COMPLETE
22,0.11890101899724746,2025-03-19 12:10:10.871700,2025-03-19 12:13:02.028407,0 days 00:02:51.156707,0.5486310987626811,0.05810480813776442,28.049852050054177,True,0.7880235121194837,0.06678683308514177,0.056266436703967596,0.09405587461561704,40946.0,0.2144241142031232,190958.0,150012.0,,,0.35530861372496025,0.5545132805567425,"[[ 1.21827609e+00  1.11432744e-02  2.32340757e+01]
 [-1.11432744e-02  1.21827609e+00 -1.04724889e+02]]",136666.0,0.9999999999999927,1.000000000001933,95238.0,COMPLETE
23,0.06863076945725442,2025-03-19 12:13:02.048658,2025-03-19 12:14:13.727792,0 days 00:01:11.679134,0.5311722628160153,0.015760621543036812,17.497865599092574,True,0.7038833321735495,0.5115411644931931,0.054055471751610504,0.020731638630658567,15012.0,0.12830330586988478,117004.0,101992.0,,,0.25241806548159673,0.5349103750051024,"[[ 1.21670601e+00  1.08520800e-02  2.46539641e+01]
 [-1.08520800e-02  1.21670601e+00 -1.04143151e+02]]",22591.0,1.0000000000000029,1.0000000000020308,109425.0,COMPLETE
24,0.10424468657527394,2025-03-19 12:14:13.748657,2025-03-19 12:16:53.127337,0 days 00:02:39.378680,0.560240108977351,0.15994952824970948,36.96942920087234,True,0.6602842241345869,0.1176391996682285,0.05664160467111858,0.056310632648673066,36616.0,0.19686656558813725,185994.0,149378.0,,,0.33407124758552925,0.5295195060869975,"[[ 1.21782286e+00  1.16122114e-02  2.26352361e+01]
 [-1.16122114e-02  1.21782286e+00 -1.04413309e+02]]",135827.0,1.0000000000000007,1.0000000000024367,86783.0,COMPLETE
25,0.08180971105161886,2025-03-19 12:16:53.243118,2025-03-19 12:19:08.123795,0 days 00:02:14.880677,0.5588002256623849,0.43069299427241886,42.0445839028988,True,0.5605618462624847,0.097575172582264,0.09223535115390247,0.09078058673017673,41562.0,0.1697599947718398,244828.0,203266.0,,,0.23921657838868288,0.4819139583596974,"[[ 1.22153423e+00  1.32231448e-02  2.02752992e+01]
 [-1.32231448e-02  1.22153423e+00 -1.04907573e+02]]",203384.0,0.9999999999999927,1.0000000000022558,83006.0,COMPLETE
26,0.0,2025-03-19 12:19:08.145529,2025-03-19 12:19:13.503791,0 days 00:00:05.358262,0.7186744759962111,0.963115440842228,35.724062234723775,False,0.41261335748568484,1.3409137633472472,0.11761566536654844,0.054393622458566764,0.0,0.0,9.0,9.0,,,,0.44820274988669984,"[[ 1.14174901e-03 -3.19914618e-03  7.38319062e+01]
 [ 3.19914618e-03  1.14174901e-03  3.03964083e+02]]",0.0,,1.0000000000000002,9.0,COMPLETE
27,0.0,2025-03-19 12:19:13.510700,2025-03-19 12:19:20.578760,0 days 00:00:07.068060,0.8662030013113641,0.38500972470350675,24.060477398755545,True,0.7109890429033499,0.5782656637230699,0.1658377038077301,0.07557359201766266,,,,,,,,,,,,,,COMPLETE
28,0.0,2025-03-19 12:19:20.586945,2025-03-19 12:19:56.350795,0 days 00:00:35.763850,0.6000102568808254,1.050939352814375,61.793020112117915,True,0.6173025653036724,0.5022706992960586,0.07943041130902913,0.11150353031456149,,,,,,,,,,,,,,COMPLETE
29,0.0,2025-03-19 12:19:56.360305,2025-03-19 12:19:58.431885,0 days 00:00:02.071580,0.41427171891159076,0.2824470795586571,38.7867552520814,True,0.8339297467760696,1.4959708109486634,0.023881991216445603,0.06790837410102907,,,,,,,,,,,,,,COMPLETE
30,0.0,2025-03-19 12:19:58.623450,2025-03-19 12:20:03.923707,0 days 00:00:05.300257,0.8970593166535469,0.7206110292748698,25.430822714340703,True,0.17565884384464284,0.8098622067166334,0.0522160663895117,0.09119978046096913,,,,,,,,,,,,,,COMPLETE
31,0.08979871095159107,2025-03-19 12:20:03.930894,2025-03-19 12:22:34.627950,0 days 00:02:30.697056,0.5728980909519498,0.29120752360924873,46.311485004682545,True,0.5388773511362399,0.06606496093583449,0.08716854131021293,0.08697257270086692,41557.0,0.17445384783302267,238212.0,196655.0,,,0.3514823847063667,0.5147419335659555,"[[ 1.21676369e+00  1.06679538e-02  2.35404206e+01]
 [-1.06679538e-02  1.21676369e+00 -1.04829242e+02]]",201640.0,0.9999999999999823,0.9999999999960515,78129.0,COMPLETE
32,0.018990837848032894,2025-03-19 12:22:34.657085,2025-03-19 12:23:54.328048,0 days 00:01:19.670963,0.6769335194824503,0.022049661315784924,50.72006659903418,True,0.43708046909192133,0.12087591447647864,0.1113157251463334,0.08332957157325935,14594.0,0.06727112651710357,216943.0,202349.0,,,0.25940115003059594,0.2823029556849253,"[[ 1.21020208e+00  2.24566467e-02  1.90111581e+01]
 [-2.24566467e-02  1.21020208e+00 -9.99667022e+01]]",199048.0,1.0000000000000002,1.0000000000024314,32489.0,COMPLETE
33,0.016462363666797285,2025-03-19 12:23:54.446512,2025-03-19 12:25:09.126173,0 days 00:01:14.679661,0.5618395844576151,0.703186833202265,31.916302197829783,True,0.5424190214777809,0.34407558339867306,0.059666056474390355,0.10533206498791957,23159.0,0.09180607309918339,252260.0,229101.0,,,0.12125969915770538,0.17931671741380384,"[[ 1.23524116e+00  8.60260380e-04  2.72525519e+01]
 [-8.60260380e-04  1.23524116e+00 -1.11077897e+02]]",204254.0,1.0000000000000056,0.9999999999960579,71165.0,COMPLETE
34,0.0,2025-03-19 12:25:09.144208,2025-03-19 12:25:10.225328,0 days 00:00:01.081120,0.48857432699712294,1.2503199120157724,47.12707581593843,True,0.990942448099301,0.7932277684340328,0.0769409056959468,0.12957614843097268,,,,,,,,,,,,,,COMPLETE
35,0.0,2025-03-19 12:25:10.339388,2025-03-19 12:25:11.680250,0 days 00:00:01.340862,0.7702397027816471,1.8502720852379926,11.363422980562888,True,0.7246702584296447,0.9930090870746504,0.08684004056310579,0.047939459874959275,,,,,,,,,,,,,,COMPLETE
36,0.042144719462621806,2025-03-19 12:25:11.687295,2025-03-19 12:26:45.728342,0 days 00:01:34.041047,0.6491096217576475,0.2650647444584573,20.080551170486807,False,0.5879095389010603,0.3190923858533187,0.028833675701934416,0.08553298649588247,21290.0,0.10566648302834482,201483.0,180193.0,,,0.32877117014459456,0.39884661867014704,"[[ 1.21307695e+00  1.40732766e-02  2.28053346e+01]
 [-1.40732766e-02  1.21307695e+00 -1.02998608e+02]]",181228.0,0.9999999999999937,0.9999999999987083,41545.0,COMPLETE
37,0.17087283616495155,2025-03-19 12:26:45.750670,2025-03-19 12:29:53.529096,0 days 00:03:07.778426,0.4019836572082397,0.5910761030579561,29.245111441886145,True,0.8170117451168276,0.01711614704322098,0.06881700918302797,0.17759806586061955,118939.0,0.3104905656436977,383068.0,264129.0,,,0.4040245208877624,0.5503318138208297,"[[ 1.21868117e+00  1.08120286e-02  2.30906313e+01]
 [-1.08120286e-02  1.21868117e+00 -1.05270611e+02]]",202857.0,1.0000000000000273,1.000000000000492,299150.0,COMPLETE
38,0.0,2025-03-19 12:29:53.552469,2025-03-19 12:30:00.439913,0 days 00:00:06.887444,0.27671580488120795,0.6358300219715846,28.853509552614135,False,0.8311962721960667,1.1682731656731313,0.06786582291731874,0.18381362124683243,,,,,,,,,,,,,,COMPLETE
39,0.0,2025-03-19 12:30:00.531207,2025-03-19 12:30:01.628309,0 days 00:00:01.097102,0.4262814118643397,1.0773575518925815,6.82052039359192,True,0.9134384015298302,2.27864342667847,0.03852329360650607,0.17130669082233135,,,,,,,,,,,,,,COMPLETE
40,0.0,2025-03-19 12:30:01.843409,2025-03-19 12:30:06.666427,0 days 00:00:04.823018,0.3831050307608866,0.4979118603993677,17.555920270324766,False,0.8019396173287966,1.6086627561891034,0.0018068878108260175,0.1574608542885035,,,,,,,,,,,,,,COMPLETE
41,0.14318793337280503,2025-03-19 12:30:06.674967,2025-03-19 12:31:20.230476,0 days 00:01:13.555509,0.5463965876320831,0.265753866728176,38.808254647607654,True,0.6665136481251113,0.7062740181442488,0.05803076812528628,0.11792924553820866,33314.0,0.2741622226611363,121512.0,88198.0,,,0.3113861787616156,0.5222744840006089,"[[ 1.21695315e+00  1.19627495e-02  2.30805135e+01]
 [-1.19627495e-02  1.21695315e+00 -1.04283662e+02]]",58096.0,0.9999999999999963,1.0000000000040392,96730.0,COMPLETE
42,0.1143073533512356,2025-03-19 12:31:20.266455,2025-03-19 12:32:24.728037,0 days 00:01:04.461582,0.517472773051282,0.1458026199402024,38.44642347554327,True,0.7532891575266625,0.7520945591154002,0.0552586843036384,0.1434932134837522,30472.0,0.22357714629511422,136293.0,105821.0,,,0.329822628967323,0.5112658214196624,"[[ 1.21770361e+00  1.25065403e-02  2.23666571e+01]
 [-1.25065403e-02  1.21770361e+00 -1.04477588e+02]]",44834.0,0.9999999999999967,0.9999999999974418,121931.0,COMPLETE
43,0.1378718289519487,2025-03-19 12:32:24.752973,2025-03-19 12:33:29.228054,0 days 00:01:04.475081,0.5308512948081066,0.20598164891329757,37.77540842408417,True,0.7520680133116249,0.739651867710049,0.05872656897967429,0.13757494020587802,31235.0,0.2494389918623873,125221.0,93986.0,,,0.33231236562453237,0.552727654656378,"[[ 1.21832665e+00  1.16953865e-02  2.31741697e+01]
 [-1.16953865e-02  1.21832665e+00 -1.04631854e+02]]",46695.0,1.0000000000000138,0.9999999999968936,109761.0,COMPLETE
44,0.0,2025-03-19 12:33:29.254678,2025-03-19 12:33:37.543153,0 days 00:00:08.288475,0.5036896876288924,0.8319167622909499,31.90989912801198,True,0.8627416818427533,0.7540983523718066,0.07520300411005938,0.1365184875907868,,,,,,,,,,,,,,COMPLETE
45,0.10946474298353005,2025-03-19 12:33:37.553573,2025-03-19 12:36:36.728316,0 days 00:02:59.174743,0.2996155116076162,0.5450139004693685,38.77740263806992,True,0.7383598504523601,0.36184325080471935,0.04877363298682785,0.11884018675298084,133282.0,0.2035386607699168,654824.0,521542.0,,,0.41890045093519074,0.5378081125691923,"[[ 1.21697546e+00  1.07262747e-02  2.36923385e+01]
 [-1.07262747e-02  1.21697546e+00 -1.04510413e+02]]",147433.0,0.9999999999999819,1.0000000000034213,640673.0,COMPLETE
46,0.0,2025-03-19 12:36:36.755055,2025-03-19 12:36:55.840263,0 days 00:00:19.085208,0.39188755489826244,1.2673947660819516,27.136614236187846,True,0.7653335968202376,1.055336525648944,0.020979129482728065,0.163453106290544,,,,,,,,,,,,,,COMPLETE
47,0.0,2025-03-19 12:36:55.852832,2025-03-19 12:37:01.642001,0 days 00:00:05.789169,0.6231600059782854,0.19700545339956238,51.682479485268686,True,0.9584973493647073,0.7178847183994695,0.0648764234255733,0.14170315378503692,,,,,,,,,,,,,,COMPLETE
48,0.1704516302295782,2025-03-19 12:37:01.651951,2025-03-19 12:40:12.330197,0 days 00:03:10.678246,0.44465815721234936,0.5086096579758406,43.284445556241394,True,0.6761301856460182,0.40429479320200695,0.10424194258526516,0.1778574149305065,101256.0,0.31325234113246775,323241.0,221985.0,,,0.3639446187788178,0.5441352157604398,"[[ 1.21820488e+00  9.98996745e-03  2.37501718e+01]
 [-9.98996745e-03  1.21820488e+00 -1.05590006e+02]]",213409.0,1.000000000000009,0.9999999999993403,211088.0,COMPLETE
49,0.15093855412083088,2025-03-19 12:40:12.366989,2025-03-19 12:41:44.426896,0 days 00:01:32.059907,0.4462338474220494,1.5129637991247649,43.0677589756797,True,0.6919198144499179,0.3692978288079731,0.10731252222269476,0.182421221776167,85484.0,0.27681746057446327,308810.0,223326.0,,,0.3865783538506571,0.5452638493525547,"[[ 1.21832127e+00  1.12303375e-02  2.30164877e+01]
 [-1.12303375e-02  1.21832127e+00 -1.05106100e+02]]",203455.0,0.999999999999991,1.000000000004712,190839.0,COMPLETE
